,Species_ORIGINAL,Species,Size (feet),Position,UTC_Date,Latitude__,Longitude
289,C. porosus,Crocodylus porosus,13,Mid-stream,2022-07-20,-12.51208853,131.3775825
290,C. porosus,Crocodylus porosus,4,Shallow water on edge,2022-07-20,-12.51183212,131.3787452
291,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-07-20,-12.51222792,131.3799854
292,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-20,-12.51257915,131.3808459
293,C. porosus,Crocodylus porosus,3,Shallow water on edge,2022-07-20,-12.51180173,131.382393
294,C. porosus,Crocodylus porosus,3,Shallow water on edge,2022-07-20,-12.51096582,131.3847778
295,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-07-20,-12.50968473,131.3860392
296,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-20,-12.50928934,131.3877557
297,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-20,-12.50759603,131.3878784
298,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-20,-12.50716781,131.3887377
299,C. porosus,Crocodylus porosus,15,Shallow water on edge,2022-07-20,-12.5062763,131.3913497
300,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-20,-12.50623118,131.3918135
301,C. porosus,Crocodylus porosus,15,Shallow water on edge,2022-07-20,-12.50838447,131.3941955
302,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-20,-12.50914504,131.3951324
303,C. porosus,Crocodylus porosus,4,Shallow water on edge,2022-07-20,-12.50996512,131.394494
304,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-20,-12.51089216,131.3942022
305,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-07-20,-12.51122704,131.3951812
306,C. porosus,Crocodylus porosus,16,Shallow water on edge,2022-07-20,-12.51550181,131.3930459
307,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-20,-12.51550181,131.3930459
308,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-20,-12.51621148,131.3920734
309,C. porosus,Crocodylus porosus,6,On bank,2022-07-20,-12.51764691,131.3905403
310,C. porosus,Crocodylus porosus,4,Shallow water on edge,2022-07-20,-12.51889757,131.3898124
311,C. porosus,Crocodylus porosus,15,Shallow water on edge,2022-07-20,-12.52068527,131.3882563
312,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-20,-12.5210926,131.3891649
313,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-20,-12.52347606,131.3884105
314,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-20,-12.52384407,131.3902082
315,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-20,-12.52476339,131.3918211
316,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-20,-12.52908465,131.3956594
317,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-20,-12.52908465,131.3956594
318,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-20,-12.53106739,131.3963158
319,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-07-20,-12.53473429,131.3954921
320,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-20,-12.53738277,131.3950979
321,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-07-20,-12.53895827,131.395813
322,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-07-20,-12.53938768,131.3945601
323,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-20,-12.54074996,131.394044
324,C. porosus,Crocodylus porosus,8,On bank,2022-07-20,-12.54084745,131.3940712
325,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-07-20,-12.54219378,131.3935751
326,C. porosus,Crocodylus porosus,15,Shallow water on edge,2022-07-20,-12.54341417,131.3941225
327,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-20,-12.54339412,131.3941225
328,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-20,-12.54402346,131.3922859
329,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-20,-12.54540554,131.3882857
330,C. porosus,Crocodylus porosus,16,Shallow water on edge,2022-07-20,-12.54540638,131.3883055
331,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-20,-12.54418078,131.3866572
332,C. porosus,Crocodylus porosus,7,Shallow water on edge,2022-07-20,-12.54530499,131.3858759
333,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-20,-12.54556855,131.3844497
334,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-20,-12.54628582,131.3823547
335,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-20,-12.54629674,131.3823132
336,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-07-20,-12.5466856,131.3792734
337,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-20,-12.54669648,131.3792545
338,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-20,-12.54875279,131.3779094
339,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-20,-12.54875279,131.3779094
340,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-20,-12.54878902,131.3777954
341,C. porosus,Crocodylus porosus,15,Shallow water on edge,2022-07-20,-12.54931636,131.3770399
342,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-20,-12.54988359,131.3762362
343,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-20,-12.55023434,131.3743141
344,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-20,-12.55115659,131.3734886
345,C. porosus,Crocodylus porosus,15,Shallow water on edge,2022-07-20,-12.55218652,131.3732844
346,C. porosus,Crocodylus porosus,10,In mangroves behind bank,2022-07-20,-12.55277162,131.3733141
347,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-20,-12.5533619,131.373585
348,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-07-20,-12.55343399,131.3750041
349,C. porosus,Crocodylus porosus,9,Mid-stream,2022-07-20,-12.5543725,131.3760833
350,C. porosus,Crocodylus porosus,9,On bank,2022-07-20,-12.55557822,131.3776258
351,C. porosus,Crocodylus porosus,17,Shallow water on edge,2022-07-20,-12.55597812,131.3787446
352,C. porosus,Crocodylus porosus,16,Shallow water on edge,2022-07-20,-12.55717604,131.3812191
353,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-07-20,-12.55710646,131.3829493
354,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-20,-12.56043129,131.3847129
355,C. porosus,Crocodylus porosus,14,Mid-stream,2022-07-20,-12.56046932,131.3847283
356,C. porosus,Crocodylus porosus,13,In mangroves behind bank,2022-07-20,-12.56041935,131.3858653
357,eyeshine,Crocodylus,0,In mangroves behind bank,2022-07-20,-12.41867301,131.3005197
358,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.42633883,131.3056709
359,eyeshine,Crocodylus,0,In mangroves behind bank,2022-07-20,-12.42629202,131.3057031
360,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.4262591,131.3057121
361,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.44045228,131.3222697
362,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.44029421,131.3246516
363,eyeshine,Crocodylus,0,Mid-stream,2022-07-20,-12.43521513,131.3268297
364,eyeshine,Crocodylus,0,Mid-stream,2022-07-20,-12.4343191,131.3266315
365,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.43624746,131.3397257
366,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.43962118,131.3419544
367,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.44551968,131.3397982
368,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.44455115,131.3354573
369,eyeshine,Crocodylus,0,In mangroves behind bank,2022-07-20,-12.443531,131.3326036
370,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.44524025,131.326148
371,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.44379864,131.3257477
372,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.44380874,131.3257307
373,eyeshine,Crocodylus,0,In mangroves behind bank,2022-07-20,-12.45699849,131.3290508
374,eyeshine,Crocodylus,0,Mid-stream,2022-07-20,-12.45070446,131.3353806
375,eyeshine,Crocodylus,0,Mid-stream,2022-07-20,-12.4484388,131.3384602
376,eyeshine,Crocodylus,0,Mid-stream,2022-07-20,-12.4500306,131.3424851
377,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.45323507,131.3411371
378,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.45838415,131.3362161
379,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.46197805,131.3375701
380,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.46196955,131.3467807
381,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.46493597,131.3546168
382,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.46962263,131.3530347
383,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.46962416,131.3530206
384,eyeshine,Crocodylus,0,Mid-stream,2022-07-20,-12.46997934,131.3494261
385,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.47964046,131.3425467
386,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.48099459,131.3431071
387,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.47808782,131.3518136
388,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.47654321,131.3533861
389,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.47403108,131.3583777
390,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.4802421,131.3697631
391,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.48896561,131.3731484
392,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.49252973,131.3793913
393,eyeshine,Crocodylus,0,On bank,2022-07-20,-12.4935277,131.379202
394,eyeshine,Crocodylus,0,On bank,2022-07-20,-12.49366437,131.37939
395,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.49527893,131.3810669
396,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.50168289,131.3795059
397,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.50279552,131.3765221
398,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.51150708,131.3765603
399,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.50960436,131.3876269
400,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.5067884,131.3892294
401,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.5069419,131.394255
402,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.51234383,131.3936767
403,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.51263231,131.39383
404,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.51445117,131.3938697
405,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.52691203,131.3943047
406,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.53473429,131.3954921
407,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.53735026,131.3950969
408,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.54339412,131.3941225
409,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.54338568,131.3941186
410,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.54417321,131.3866805
411,eyeshine,Crocodylus,0,Mid-stream,2022-07-20,-12.54877785,131.3778548
412,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.54896331,131.3760493
413,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.54899282,131.3760299
414,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.54904643,131.3759877
415,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.55598376,131.3787707
416,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-20,-12.55718839,131.3812448
417,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-19,-12.56289388,131.384842
418,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-07-19,-12.56289388,131.384842
419,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-19,-12.56605333,131.3816178
420,C. porosus,Crocodylus porosus,11,On bank,2022-07-19,-12.56897031,131.3795959
421,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.5695846,131.3786181
422,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-19,-12.57014497,131.3785752
423,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-19,-12.57263522,131.3817639
424,C. porosus,Crocodylus porosus,15,Shallow water on edge,2022-07-19,-12.57344557,131.3827085
425,C. porosus,Crocodylus porosus,14,In mangroves behind bank,2022-07-19,-12.57228856,131.3831669
426,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-07-19,-12.57330168,131.3840748
427,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-07-19,-12.57332106,131.3852954
428,C. porosus,Crocodylus porosus,9,On bank,2022-07-19,-12.57328139,131.3853822
429,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-19,-12.57354314,131.3862572
430,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-19,-12.57362701,131.3867049
431,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-19,-12.57428035,131.3872254
432,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-07-19,-12.57429728,131.3872431
433,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-19,-12.5739306,131.3883792
434,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-19,-12.57395137,131.3883701
435,C. porosus,Crocodylus porosus,4,Shallow water on edge,2022-07-19,-12.5767937,131.3864978
436,C. porosus,Crocodylus porosus,15,Shallow water on edge,2022-07-19,-12.57741257,131.3856163
437,C. porosus,Crocodylus porosus,9,On bank,2022-07-19,-12.57805052,131.3847244
438,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-19,-12.57841852,131.3842273
439,C. porosus,Crocodylus porosus,8,On bank,2022-07-19,-12.57841178,131.3829435
440,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.57949959,131.3830979
441,C. porosus,Crocodylus porosus,3,On bank,2022-07-19,-12.5795154,131.3830826
442,C. porosus,Crocodylus porosus,7,Shallow water on edge,2022-07-19,-12.57995691,131.382664
443,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-19,-12.57930214,131.3820285
444,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.5797694,131.3814602
445,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.57979847,131.381453
446,C. porosus,Crocodylus porosus,4,Shallow water on edge,2022-07-19,-12.5806134,131.3820323
447,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.58101805,131.380409
448,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-19,-12.58314116,131.3801218
449,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.58574325,131.3792314
450,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.58651686,131.3795525
451,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.58687405,131.3799596
452,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-19,-12.58866307,131.381428
453,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.58773321,131.3818323
454,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.58820031,131.3828772
455,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-19,-12.58858812,131.3837064
456,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.58927102,131.3848042
457,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-07-19,-12.59031492,131.3847141
458,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.59236317,131.3860727
459,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-19,-12.59236317,131.3860727
460,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-07-19,-12.59237922,131.3860752
461,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-07-19,-12.59239209,131.3860826
462,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-19,-12.59242528,131.3861139
463,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-19,-12.59233491,131.3870501
464,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-19,-12.59361422,131.3848845
465,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-07-19,-12.59464293,131.384139
466,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-19,-12.59451559,131.3831705
467,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-19,-12.59349858,131.3809247
468,C. porosus,Crocodylus porosus,4,Shallow water on edge,2022-07-19,-12.59350556,131.3809152
469,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-19,-12.59453255,131.3806331
470,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-19,-12.59392346,131.3795004
471,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-19,-12.59516714,131.378798
472,C. porosus,Crocodylus porosus,3,Shallow water on edge,2022-07-19,-12.59591092,131.3777172
473,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-19,-12.59590704,131.377674
474,C. porosus,Crocodylus porosus,7,On bank,2022-07-19,-12.5965223,131.3770941
475,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-19,-12.59656325,131.3770882
476,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-07-19,-12.59711758,131.3766608
477,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-19,-12.59636579,131.3761091
478,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-19,-12.59814803,131.3757943
479,C. porosus,Crocodylus porosus,4,Shallow water on edge,2022-07-19,-12.59840848,131.374725
480,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-19,-12.59943481,131.3750702
481,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-19,-12.60005213,131.3747915
482,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.60135097,131.374315
483,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-19,-12.60199318,131.3742456
484,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.60297135,131.3733377
485,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-19,-12.60310944,131.3743412
486,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-19,-12.60400665,131.3747636
487,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-19,-12.60536897,131.3744927
488,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-19,-12.60537797,131.3745128
489,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-19,-12.60688141,131.3758929
490,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-19,-12.60825439,131.3771897
491,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.60952304,131.3789541
492,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-19,-12.61031888,131.37804
493,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-19,-12.61034762,131.3780305
494,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-19,-12.61277983,131.3776062
495,C. porosus,Crocodylus porosus,13,Mid-stream,2022-07-19,-12.61347195,131.3767584
496,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-19,-12.61353034,131.3767501
