,Species_ORIGINAL,Species,Size (feet),Position,UTC_Date,Latitude__,Longitude
572,C. porosus,Crocodylus porosus,8,On bank,2022-07-19,-12.66087856,131.3374387
573,C. porosus,Crocodylus porosus,17,Shallow water on edge,2022-07-19,-12.66199867,131.3370309
574,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.66411623,131.3360445
575,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-19,-12.66367975,131.3352986
576,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-19,-12.6655339,131.3342411
577,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-19,-12.66881633,131.3333984
578,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-19,-12.66911263,131.3328569
579,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-07-19,-12.66994436,131.332527
580,C. porosus,Crocodylus porosus,4,Shallow water on edge,2022-07-19,-12.66998173,131.3325417
581,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.67083864,131.3332516
582,C. porosus,Crocodylus porosus,6,On bank,2022-07-19,-12.67197776,131.3323407
583,C. porosus,Crocodylus porosus,15,Shallow water on edge,2022-07-19,-12.67201995,131.3323756
584,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-19,-12.6729071,131.3332118
585,C. porosus,Crocodylus porosus,4,Shallow water on edge,2022-07-19,-12.67327976,131.3323382
586,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-19,-12.67387183,131.3323294
587,C. porosus,Crocodylus porosus,7,Shallow water on edge,2022-07-19,-12.67387183,131.3323294
588,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-19,-12.674377,131.332196
589,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.6757024,131.3326404
590,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-19,-12.67592776,131.3329382
591,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.67594304,131.3329499
592,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-19,-12.67750904,131.3342877
593,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.67825373,131.334795
594,C. porosus,Crocodylus porosus,4,Shallow water on edge,2022-07-19,-12.67825373,131.334795
595,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-19,-12.68101995,131.335383
596,C. porosus,Crocodylus porosus,4,Shallow water on edge,2022-07-19,-12.68332198,131.3326476
597,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-19,-12.68463999,131.3311156
598,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-07-19,-12.68518639,131.3306849
599,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-07-19,-12.6890224,131.3285047
600,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-19,-12.68979633,131.3285252
601,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.69193483,131.3292526
602,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-19,-12.69435344,131.3290937
603,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-19,-12.69576315,131.3287969
604,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-19,-12.69920851,131.3285722
605,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-19,-12.6997653,131.3287348
606,C. porosus,Crocodylus porosus,13,Mid-stream,2022-07-19,-12.7001435,131.3291764
607,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-19,-12.70042121,131.3300382
608,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-07-19,-12.70228567,131.332525
609,C. porosus,Crocodylus porosus,3,Shallow water on edge,2022-07-19,-12.70284326,131.3328141
610,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-19,-12.70720973,131.3337074
611,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-07-19,-12.70821446,131.3335825
612,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-19,-12.70966896,131.3340184
613,C. porosus,Crocodylus porosus,13,On bank,2022-07-19,-12.71004912,131.3342134
614,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-07-19,-12.71004912,131.3342134
615,C. porosus,Crocodylus porosus,3,Shallow water on edge,2022-07-19,-12.67559785,131.3315212
616,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-07-19,-12.67565854,131.3314981
617,C. porosus,Crocodylus porosus,4,Shallow water on edge,2022-07-19,-12.6761934,131.3306341
618,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.67621902,131.3306131
619,C. porosus,Crocodylus porosus,7,Shallow water on edge,2022-07-19,-12.67690109,131.3291821
620,C. porosus,Crocodylus porosus,3,Shallow water on edge,2022-07-19,-12.67806818,131.3284422
621,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-19,-12.68133518,131.3218734
622,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-19,-12.6819806,131.3221218
623,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-19,-12.68258805,131.3213733
624,C. porosus,Crocodylus porosus,15,Shallow water on edge,2022-07-19,-12.68261517,131.3198326
625,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.68267306,131.3197767
626,C. porosus,Crocodylus porosus,3,Shallow water on edge,2022-07-19,-12.68314101,131.3188601
627,C. porosus,Crocodylus porosus,16,Shallow water on edge,2022-07-19,-12.68354637,131.3180159
628,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-07-19,-12.68409764,131.3167478
629,C. porosus,Crocodylus porosus,15,Shallow water on edge,2022-07-19,-12.68411867,131.316723
630,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-19,-12.68511117,131.3139387
631,C. porosus,Crocodylus porosus,3,Shallow water on edge,2022-07-19,-12.68577453,131.3109014
632,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.68572482,131.3094441
633,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-19,-12.68581365,131.3058285
634,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-19,-12.68861522,131.3057821
635,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-19,-12.68934669,131.3052974
636,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.69020866,131.3040375
637,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-07-19,-12.69020367,131.3040063
638,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-19,-12.68980861,131.300989
639,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.68980425,131.3009645
640,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-19,-12.68982784,131.3008556
641,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.68983988,131.3008155
642,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-19,-12.69024825,131.29934
643,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.69023738,131.2993124
644,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-19,-12.69013356,131.2985871
645,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-19,-12.69030089,131.2976376
646,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-19,-12.69111452,131.2965041
647,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-19,-12.69285458,131.2955138
648,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-07-19,-12.69593205,131.2934439
649,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.69703595,131.2922422
650,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-19,-12.69700084,131.2921831
651,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-19,-12.69627315,131.2910168
652,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.6962573,131.2910034
653,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.69547022,131.2885155
654,C. porosus,Crocodylus porosus,17,Shallow water on edge,2022-07-19,-12.69503746,131.2864237
655,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-19,-12.69512363,131.2855563
656,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-19,-12.69513007,131.2855402
657,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-07-19,-12.69560673,131.283252
658,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-19,-12.69561187,131.2832483
659,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-19,-12.6959011,131.282453
660,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-19,-12.69591989,131.2824264
661,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-19,-12.69594558,131.2824003
662,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-19,-12.69659339,131.2815783
663,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-07-19,-12.69818632,131.2795358
664,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-19,-12.69822694,131.2795137
665,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-07-19,-12.70003332,131.2791986
666,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-19,-12.70020745,131.2790123
667,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-19,-12.70274335,131.2781684
668,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-07-19,-12.70374313,131.2770432
669,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-19,-12.70377063,131.2769618
670,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-19,-12.70378559,131.2769205
671,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-19,-12.70533115,131.274278
672,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-19,-12.70528469,131.2740798
673,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-19,-12.70582601,131.2734719
674,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-19,-12.70582996,131.273434
675,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-19,-12.70635576,131.2724318
676,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.56337234,131.3857227
677,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.5690685,131.3794724
678,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.57188381,131.3788946
679,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.57574283,131.3862563
680,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.59028353,131.3850683
681,eyeshine,Crocodylus,0,In mangroves behind bank,2022-07-19,-12.59390719,131.3868111
682,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.59459102,131.385747
683,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.59366895,131.3843937
684,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.60029503,131.3737671
685,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.60788785,131.3780475
686,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.61031015,131.3780377
687,eyeshine,Crocodylus,0,In mangroves behind bank,2022-07-19,-12.61603038,131.3753863
688,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.62947064,131.3586503
689,eyeshine,Crocodylus,0,Mid-stream,2022-07-19,-12.63368564,131.3557368
690,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.64091805,131.3570968
691,eyeshine,Crocodylus,0,In mangroves behind bank,2022-07-19,-12.64097403,131.3595328
692,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.64936121,131.3658497
693,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.6620358,131.3369452
694,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.66412911,131.3360318
695,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.67969909,131.3353986
696,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.68462272,131.3311352
697,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.71054507,131.3345487
698,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.71122885,131.3349651
699,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.71123534,131.3349618
700,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.6762453,131.3305936
701,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.67720329,131.3302395
702,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.67718769,131.3302115
703,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.68409859,131.3188185
704,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.6856454,131.3086704
705,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.6901466,131.2986157
706,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.69702901,131.2922251
707,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.69628302,131.2910293
708,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.69499498,131.2901309
709,eyeshine,Crocodylus,0,In mangroves behind bank,2022-07-19,-12.69547804,131.2885423
710,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.70533485,131.2742559
711,eyeshine,Crocodylus,0,In mangroves behind bank,2022-07-19,-12.70533457,131.274232
712,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-19,-12.7058362,131.2734012
713,C. johnstoni,Crocodylus johnstoni,8,Shallow water on edge,2022-07-17,-12.7946373,131.2263868
714,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-07-17,-12.70686665,131.2729485
715,C. porosus,Crocodylus porosus,4,Shallow water on edge,2022-07-17,-12.70780305,131.2731978
716,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.70874184,131.2727974
717,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.70874964,131.2727951
718,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.71085334,131.2741461
719,C. porosus,Crocodylus porosus,11,On bank,2022-07-17,-12.71092644,131.2751606
720,C. porosus,Crocodylus porosus,15,In mangroves behind bank,2022-07-17,-12.71290575,131.2755661
721,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.71357608,131.2748819
722,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-17,-12.71526664,131.2751655
723,C. porosus,Crocodylus porosus,7,Shallow water on edge,2022-07-17,-12.71677147,131.2734973
724,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-17,-12.71916134,131.272771
725,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-17,-12.71917028,131.2727402
726,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-17,-12.72297807,131.2702941
727,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-07-17,-12.7240224,131.2692504
728,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-17,-12.72721626,131.2707437
729,C. porosus,Crocodylus porosus,3,Shallow water on edge,2022-07-17,-12.72867326,131.2728236
730,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-17,-12.72869722,131.2728586
731,C. porosus,Crocodylus porosus,3,Shallow water on edge,2022-07-17,-12.73122544,131.27613
732,C. porosus,Crocodylus porosus,7,Shallow water on edge,2022-07-17,-12.73210894,131.2767578
733,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-17,-12.73204735,131.2767152
734,C. porosus,Crocodylus porosus,15,Shallow water on edge,2022-07-17,-12.73344891,131.2765984
735,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-07-17,-12.73314853,131.2774914
736,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.73676718,131.2836508
737,C. porosus,Crocodylus porosus,3,Shallow water on edge,2022-07-17,-12.73744607,131.2833164
738,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-17,-12.7380232,131.2828647
739,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.7387028,131.2822928
740,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-17,-12.74073643,131.2816117
741,C. porosus,Crocodylus porosus,7,Shallow water on edge,2022-07-17,-12.74299293,131.28132
742,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-07-17,-12.74496219,131.2812775
743,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-17,-12.74582599,131.2813193
744,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-17,-12.74669163,131.2812049
745,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.74677376,131.2815237
746,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.74798154,131.2810491
747,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.74798154,131.2810491
748,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-17,-12.74732983,131.2815962
749,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.74933118,131.2815948
750,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-17,-12.75103737,131.2819191
751,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-17,-12.75105062,131.2819342
752,C. porosus,Crocodylus porosus,3,Shallow water on edge,2022-07-17,-12.75106872,131.2820009
753,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.75247566,131.2824102
754,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-07-17,-12.7531908,131.2823295
755,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-17,-12.75380432,131.2827294
756,C. porosus,Crocodylus porosus,10,In mangroves behind bank,2022-07-17,-12.75436908,131.282634
757,C. porosus,Crocodylus porosus,15,Shallow water on edge,2022-07-17,-12.7547622,131.2827636
758,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-07-17,-12.75525299,131.2839536
759,C. porosus,Crocodylus porosus,15,Shallow water on edge,2022-07-17,-12.75531883,131.2841053
760,C. porosus,Crocodylus porosus,17,Shallow water on edge,2022-07-17,-12.75596996,131.2852842
761,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.75754241,131.2862626
762,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-17,-12.75759513,131.2870943
763,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-17,-12.75694825,131.2893343
764,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-17,-12.75781075,131.290254
765,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-17,-12.75782098,131.2902666
766,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.75783212,131.2902809
767,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.75812339,131.2905518
768,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-17,-12.75845385,131.2915998
769,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-17,-12.75495293,131.2803468
770,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-17,-12.75497061,131.2803315
771,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.75567304,131.2801466
772,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-17,-12.75631986,131.2785469
773,C. porosus,Crocodylus porosus,18,Shallow water on edge,2022-07-17,-12.75691346,131.2768381
774,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.75855109,131.2750698
775,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-17,-12.75918086,131.2746997
776,C. porosus,Crocodylus porosus,17,Shallow water on edge,2022-07-17,-12.76512528,131.2741581
777,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-07-17,-12.76859078,131.2718188
778,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.76861849,131.2718061
779,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-17,-12.76868959,131.2683307
780,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.76826698,131.2663946
781,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-07-17,-12.76770233,131.2648068
782,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-17,-12.76755903,131.2636698
783,C. porosus,Crocodylus porosus,15,Shallow water on edge,2022-07-17,-12.76702269,131.2630576
784,C. porosus,Crocodylus porosus,2,On bank,2022-07-17,-12.76666761,131.2626755
785,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.76640284,131.2623708
786,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.7661835,131.2615108
787,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.76670419,131.2608431
788,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-17,-12.76824166,131.2587815
789,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.76743,131.2577646
790,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.76742515,131.2577546
791,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.76719695,131.2561515
792,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-17,-12.7688861,131.2541279
793,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.76889896,131.2541081
794,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-07-17,-12.76951455,131.2537163
795,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.76952215,131.253716
796,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.7707617,131.2541367
797,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.77076812,131.2541699
798,C. porosus,Crocodylus porosus,4,Shallow water on edge,2022-07-17,-12.77163289,131.2554006
799,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-07-17,-12.77227904,131.2561376
800,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.77267184,131.2576458
801,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-17,-12.773096,131.2580802
802,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-17,-12.7734129,131.2597881
803,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-17,-12.77340687,131.2598191
804,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-07-17,-12.77340193,131.2598491
805,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-17,-12.77512526,131.2605423
806,C. porosus,Crocodylus porosus,7,Shallow water on edge,2022-07-17,-12.77604373,131.2601862
807,C. porosus,Crocodylus porosus,2,On bank,2022-07-17,-12.77741576,131.2595408
808,C. porosus,Crocodylus porosus,4,Shallow water on edge,2022-07-17,-12.77845939,131.2595998
809,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-17,-12.78018955,131.2584118
810,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.78025556,131.2574507
811,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-17,-12.7796734,131.2557238
812,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.77989596,131.2546646
813,C. porosus,Crocodylus porosus,4,Shallow water on edge,2022-07-17,-12.78087642,131.254317
814,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-07-17,-12.78094102,131.2480247
815,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-17,-12.77988247,131.246257
816,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-17,-12.77910358,131.2427029
817,C. porosus,Crocodylus porosus,3,Shallow water on edge,2022-07-17,-12.77942241,131.2413777
818,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.7802719,131.2404202
819,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.78027834,131.2403961
820,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.78044423,131.2395882
821,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.78106311,131.2390496
822,C. porosus,Crocodylus porosus,7,Shallow water on edge,2022-07-17,-12.78161649,131.2396495
823,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-17,-12.78849953,131.2351866
824,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-07-17,-12.78929668,131.2333412
825,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-07-17,-12.78882349,131.2309058
826,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-07-17,-12.79045737,131.2293139
827,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-07-17,-12.79096099,131.2286473
828,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-17,-12.79181518,131.228396
829,C. porosus,Crocodylus porosus,12,On bank,2022-07-17,-12.79268134,131.2278547
830,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-07-17,-12.79365161,131.2273142
831,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-07-17,-12.79368679,131.2273058
832,C. porosus,Crocodylus porosus,11,On bank,2022-07-17,-12.79435826,131.2269479
833,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-17,-12.79500702,131.2265844
834,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-17,-12.79504393,131.2262014
835,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-17,-12.79561355,131.2258837
836,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-17,-12.79661344,131.2256491
837,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-07-17,-12.79707375,131.225022
838,C. porosus,Crocodylus porosus,6,On bank,2022-07-17,-12.79723115,131.2252102
839,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-07-17,-12.79979547,131.2234125
840,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-07-17,-12.8013678,131.2224273
841,C. porosus,Crocodylus porosus,18,Shallow water on edge,2022-07-17,-12.80620317,131.2156152
842,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-17,-12.81863607,131.2185762
843,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-07-17,-12.82045596,131.2183838
844,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-17,-12.82056232,131.2170663
845,C. porosus,Crocodylus porosus,17,On bank,2022-07-17,-12.82069987,131.2128695
846,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-17,-12.82648297,131.2093344
847,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-17,-12.83785952,131.2068848
848,C. porosus,Crocodylus porosus,5,Shallow water on edge,2022-07-17,-12.84037112,131.2071527
849,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-17,-12.84885524,131.2084418
850,C. porosus,Crocodylus porosus,12,Mid-stream,2022-07-17,-12.85136846,131.2073164
851,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-07-17,-12.85853408,131.2034963
852,C. porosus,Crocodylus porosus,16,Shallow water on edge,2022-07-17,-12.88012403,131.2011996
853,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-07-17,-12.89211018,131.208222
854,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-07-17,-12.89279829,131.2088366
855,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-17,-12.89280388,131.2088504
856,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-07-17,-12.89945445,131.2164254
857,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-07-17,-12.90109232,131.2178561
858,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-07-17,-12.90634494,131.2257838
859,eyeshine,Crocodylus,0,Shallow water on edge,2022-07-17,-12.70789493,131.2731724
